label,text
Mixed,تقديري العام للرواية انها محاولة جيدة .... من العيوب التي ازعجتني اثناء قرائتها :. التصميم المستمر والتكرار بان يوسف شخص حظة سئ والصاق كل شئ بحظة كان يكفي تصديق يوسف بانه سئ الحظ وكان يكفي حواراته مع حظة ... اقحام كلمة يجب ان تتخيل ولتتخيل معي ... المفترض قارئ الرواية يعيش احداثها ... وهذه النقطة اخرجتني اكثر من مرة من جو الرواية ... حرق بعض الاحداث مقدما : التشويق جزء هام جدا فلماذا حرق بعض الاحداث في اشارات لا داعي لها ... مثل تاكيده ان سوسن ستظهر في النهاية .. اظن بعض الغموض كان سيجعلها اروع ... الاطاله في بعض الاجزاء ... اعجبتني الفكرة العامة اعجبتني المعلومات التاريخية وسط الاحداث.... واتمني ان يكون الجزء الثاني افضل
Negative,اخر زياره . لاشي سيئ جدا جدا جدا. فندق مزعج جدا والطاقم غير مبالين ب خدمتك سيئ جدا لا انصح فيه
Mixed,لم يكتمل بعد
Negative,رايي المتواضع اني مصدووووومه. الفكرة مش مقبوله بالنسبه لي علميا ازاي واحدة متجمده ف المحطه طول الوقت دا وازاي حبيبها اللي يفوقها بلمسة مش اكتر..كان ممكن يكون دا مقبول لو كانت روايه خيال علمي انما المفروض انها روايه واقعيه واشخاصها حقيقيين مش من كوكب تاني. حاجه شبه قصص الاميرة النائمة لكن في حاجه غلط خلتني مستمتعش زي استمتاعي بالاميرة النائمة. النهاية صدمتني جداااااااااااااااا ومكانتش ع قد مستوي الروايه خالص حسيتها نهايه سطحية للغاية. لكن للانصاف يعني ..الوصف كان كويس جدا للشخصيات والاحداث مع الاعتراض ع كمية الالفاظ والمشاهد المبتذلة
Negative,اعوذبالله الله يديم النعمه مره مره فاشل السمك مطبوخ لين صار عجين وبعدين مشوي طعم كانه بيض والرز بدون اي نكهه المطعم جدا فاشل
Mixed,الى حد ما كويس ف مقالات كويسه ومقالات مش عارفه ايه الهدف منها
Positive,جيد. الموقعتوفر البقاله الصراف الالي. الانتر نت سيء جدا ولا يشبك ابدا مع الاتصال ب الوايرلسزحمه المصاعد
Mixed,تجربة عادية جدا . الموقع والتعامل الرائع من الموظفين السعودين وعمال النظافة كانوا خلوقين. إتصالهم علي ثلاث مرات قبل وصولي مما سبب أستيائي مع العلم بأنه قد أصبح إلغاء حجزي غير مجاني وحين الوصول أبلغوني بأن قيمة إلغاء الحجز لا يأخذون منها شيئا بل يتم أخذ المبلغ بوكينج وليس لهم شيء لذلك كان من الواجب أن يحرصوا على حضوري وفي حال عدم الحضور ليتسنى لهم إيجار الشقة على شخص آخر وهذا سبب إتصالهم بي أكثر من مرة الشقة عادية للأمانة
Positive,الرؤية اللي في الكتاب ملهاش حل والفكرة نفسها في ربط الدمي بالموضوع كله عبقرية ... في بعض تفاصيل كده كانت بتسبب ملل وتشتيت لكن الكتاب كله علي بعضه حلو ونوع الخيال اللي فيه راقي = استمري
Mixed,مرضي. الهدووء والعزل التام للسكن. عدم استرداد المال في حال الغاء بااقي الايامسرق بالطريقة الحديثة
Positive,ننظرتي . دورات المياة مجهزة بشكل جيد من فوط ومنظفات. عدم توفر شبشب نعال لدورة المياة
Mixed,"الكتاب جميل جدا. وفكرته فريدة. لكن سوء الترجمة حال دون إتمامي له. حرام ، والله حرام كتاب بمثل هذه الافكار وهذا الفكر ، لايعاد النظر في ترجمته وصياغة عباراته بطريقة واضحة"
Mixed,"مرضي. المواقف متوفرة ومكان الشقق مميز ومتسع الغرف نظيفة وواسعة والعاملين مؤدبين. دورة المياه سيئة من ناحية التصريف إزعاج كل ليلة من صهاريج شفط المجاري المجاورة للششق ، الإفطار مجرد إسم ولا أنصح حجز شقة بإفطار"
Negative,مخيب للأمل. قرب الموقع من بوابة المسجد الحرام للنساء. الإنتظار فترة طويلة لإستلام الغرف عند حجزي في الفندق لم يظهر لي إن الشقة من غرفتين ودورة مياة واحدة فقط.مما جعلني أغير لشقة من دورتين مياة ودفع مبلغ إضافي. عند الحجز وضعت عدد الأشخاص ل بالغين وعند إستلامي تأكيدالحجز وصلني لعدد أشخاص وطفل. حاولت لعدة ساعات لزيادة سرير إضافي ولاكن تم الرفض إلا بدفع رسوم إضافية الفندق متوسط النظافة وأقفال الغرق بدون مفاتيح مما يودي الى إغلاق الأبواب وعدم المقدرة على فتحها الا بحضور أحد موظفين الفندق.وطبعا الإنتظار لساعات طويلة الى إن يصل.
Negative,نرجوا عمل تجديدات للفندق . الموقع قريب من مصلي الرجال. الغرف غير معزولة
Negative,نجمة واحدة فقط لإسلوب الكاتبة.
Negative,"في البدء كان انطباعي يلخصه احد التعليقات القائلة بأنه مجرد محاولة من الشروق للانتفاع من اسم المذيع اللامع .. وبيع أوراق على غلافها اسمه .. وهو فى الحقيقة مذيع متميز. ولكن الكتاب فعلا بسيط ، ربما يكمن جماله في بساطته . على الرغم من كل شئ ، ابتسمت وأضاء المصباح في عقلي في بعض صفحات الكتاب .."
Mixed,مرضي. موقع المنتجالمسبح. عدم الحشمة خاصة لنساء الاجانب وخاصة في المسبح وسباحت الخادمات مع الاطفال بشكل مقززخلو الساحة بين الشاليهات والبحر من المسطحات الخضراء والالعاب والكراسي والطاولات ارتفاع مبالغ به في اسعار المطاعم والمحلات التجارية والمرفقات
Mixed,روايه جميله بس للأسف معرفتش استمتع بيها نظرا للأجواء المحيطه
Negative,"رواية كلاسيكيه حد الملل مافيها ولا حدث غريب ولا فكرة غريبه الكاتب حسيته متخبط بين الرومانسيه والسياسه ،، وماقدر يركز على ولا اي وحده منهم معلومة وحده استفدتها منه ،، معلومة الحيوانات الخمسه الكبار بس . اقترح على الكاتب يستمر بكتابة المقالات اذا كانت رواياته على شاكلة هالروايه"
Mixed,روقان زمن بائد
Mixed,لا يمكن تسميته نجوم ابدا . لم يعجني شيء.
Positive,جيد. . موظف الإستقبال غير لايق بمقام الفندق من الجنسيه العربيه
